Job_N,Model_FU.,Empirical_FU.,App.Cry.str.,Lat. a[A],Lat. b[A],Lat. c[A],Vol.[A3],Den.[cm3/g],VASP.E[eV/atom],Form.E[eV/atom],Coh.E[eV/atom],ZPE[kJ/mol],DebyeT.[K],Bulk(B_V)[GPa],Shear(G_V)[GPa],Young(E_V)[GPa],Bulk(B_R)[GPa],Shear(G_R)[GPa],Young(E_R)[GPa],Bulk(B_H)[GPa],Shear(G_H)[GPa],Young(E_H)[GPa],Hv:Super-hard(>5GPa),Hv:Polycrystalline,Hv:Single-crystal,F.Toughness(MPam1/2),Melting_P.[K],Min. TC:[W/mK],Poisson's_R,Pugh's_C.[G/B],D/B:,N-Cauchy_P.[GPa],D/B:,Born's_Stability,A(U):Universal_Anisotropy,A(B):Percent_Bulk_Anisotropy,A(G):Percent_Shear_Anisotropy,A(Z):Zener_Anisotropy,A(1):Shear_Anisotropy,A(2):Shear_Anisotropy,A(3):Shear_Anisotropy,Lame's(Lammda)[GPa],Lame's(Mu)[GPa],V_trans[m/s],V_longi[m/s],V_mean[m/s],C11,C12,C13,C14,C15,C16,C21,C22,C23,C24,C25,C26,C31,C32,C33,C34,C35,C36,C41,C42,C43,C44,C45,C46,C51,C52,C53,C54,C55,C56,C61,C62,C63,C64,C65,C66,S11,S12,S13,S14,S15,S16,S21,S22,S23,S24,S25,S26,S31,S32,S33,S34,S35,S36,S41,S42,S43,S44,S45,S46,S51,S52,S53,S54,S55,S56,S61,S62,S63,S64,S65,S66
244_2332,C10Ni2Ta2Ti2W2Zr2,ZrTiTaWNiC5,Triclinic,5.440466,5.409936,8.240252,216.059549,9.571,-188.713574,-0.093,-7.491,52.7,563.4,259.83,137.38,350.4,257.2,132.61,339.49,258.52,135,344.94,14.16,13.48,20.385,4.576247824,2349.35,1.4756,0.278,0.522,Ductile,-54.49,Ductile,stable,0.1901,0.0051,0.0177,N_def.,N_def.,N_def.,N_def.,169,134.95,3756,6770,4184,440.62,161.04,165.94,4.59,13.79,-9.34,161.04,478.11,158.38,-6.22,4.69,-36.08,165.94,158.38,448.99,16.71,16.23,7.42,4.59,-6.22,16.71,106.55,2.71,12.43,13.79,4.69,16.23,2.71,133.29,6.75,-9.34,-36.08,7.42,12.43,6.75,152.96,0.0028262,-0.000682,-0.0007972,-0.0000392,-0.0001737,0.0000612,-0.000682,0.0025938,-0.0006817,0.0002189,0.0000282,0.0005842,-0.0007972,-0.0006817,0.0027898,-0.0004024,-0.0002096,-0.0003029,-0.0000392,0.0002189,-0.0004024,0.0095476,-0.0001134,-0.000702,-0.0001737,0.0000282,-0.0002096,-0.0001134,0.0075635,-0.0003186,0.0000612,0.0005842,-0.0003029,-0.000702,-0.0003186,0.0067649
7514,C10Cu2Ta2Ti2W2Zr2,ZrTiTaWCuC5,Triclinic,5.543971,5.447547,8.528187,224.562601,9.28,-183.804094,-0.021,-7.255,50.15,536.2,202.22,125.76,312.5,192.63,119.6,297.28,197.43,122.68,304.89,16.121,16.093,18.525,3.836922508,1992.77,1.3731,0.243,0.621,Brittle,-36.54,Ductile,stable,0.3073,0.0243,0.0251,N_def.,N_def.,N_def.,N_def.,115.96,122.64,3635,6236,4032,390.11,131.09,96.87,-3.75,-7.02,-7.81,131.09,425.76,117.95,-11.82,7.14,-36.77,96.87,117.95,312.29,-27.88,-6.54,-9.55,-3.75,-11.82,-27.88,94.55,-1.08,0.3,-7.02,7.14,-6.54,-1.08,119.12,-6.52,-7.81,-36.77,-9.55,0.3,-6.52,154.39,0.0029777,-0.0007485,-0.0006539,-0.0001661,0.0001796,-0.0000601,-0.0007485,0.0028656,-0.00083,0.0000794,-0.0002287,0.0005834,-0.0006539,-0.00083,0.0038126,0.000997,0.0002302,0.000013,-0.0001661,0.0000794,0.000997,0.0108754,0.0001421,0.0000569,0.0001796,-0.0002287,0.0002302,0.0001421,0.008451,0.0003257,-0.0000601,0.0005834,0.000013,0.0000569,0.0003257,0.0066276
7426,C10Zn2Ta2Ti2W2Zr2,ZrTiTaWZnC5,Triclinic,5.508547,5.458722,8.51271,225.117027,9.285,-179.202704,-0.054,-7.047,52.51,561.4,226.95,136.23,340.55,220.06,132.77,331.61,223.5,134.5,336.08,16.608,16.429,20.309,4.276298013,2116.38,1.4389,0.249,0.602,Brittle,-13.17,Ductile,stable,0.1616,0.0154,0.0129,N_def.,N_def.,N_def.,N_def.,133.47,134.54,3809,6591,4228,386.31,129.69,115.76,22.11,22.43,-10.08,129.69,458.54,152.25,12.67,11.22,-27.07,115.76,152.25,402.3,-3,11.43,-9.77,22.11,12.67,-3,116.52,-0.86,4.8,22.43,11.22,11.43,-0.86,124.54,4.74,-10.08,-27.07,-9.77,4.8,4.74,156.93,0.0030443,-0.0006216,-0.0006303,-0.0005329,-0.0004412,0.0000787,-0.0006216,0.0026577,-0.0008174,-0.000208,-0.0000682,0.0003761,-0.0006303,-0.0008174,0.0029809,0.0002847,-0.0000843,-0.000002,-0.0005329,-0.000208,0.0002847,0.0087276,0.0001615,-0.0003243,-0.0004412,-0.0000682,-0.0000843,0.0001615,0.0081355,-0.0002962,0.0000787,0.0003761,-0.000002,-0.0003243,-0.0002962,0.0064608
7427,C10Y2Ta2Ti2W2Zr2,ZrTiTaWYC5,Triclinic,5.573005,5.591955,8.603587,238.809449,9.079,-196.622404,-0.392,-7.707,58.15,621.6,238.81,170.91,413.97,238.62,167.43,407.09,238.72,169.17,410.53,23.53,23.906,25.545,5.005506104,2406.46,1.5461,0.213,0.709,Brittle,38.54,Brittle,stable,0.1047,0.0004,0.0103,N_def.,N_def.,N_def.,N_def.,125.59,169.22,4316,7151,4772,464.34,127.43,136.36,-5.83,-20.67,12.48,127.43,472.95,122.41,-6.22,4.01,-24.52,136.36,122.41,439.63,9.74,17.42,15.09,-5.83,-6.22,9.74,165.97,18.98,4.25,-20.67,4.01,17.42,18.98,183.04,-6.41,12.48,-24.52,15.09,4.25,-6.41,175.3,0.0025059,-0.0005208,-0.000641,0.0000717,0.0003415,-0.0001853,-0.0005208,0.0024139,-0.0005247,0.0000989,-0.0000575,0.0004154,-0.000641,-0.0005247,0.0026441,-0.0001556,-0.0003055,-0.0002628,0.0000717,0.0000989,-0.0001556,0.0061151,-0.0006185,-0.0001487,0.0003415,-0.0000575,-0.0003055,-0.0006185,0.0056038,0.000214,-0.0001853,0.0004154,-0.0002628,-0.0001487,0.000214,0.0058099
7438,C10Nb2Ta2Ti2W2Zr2,ZrTiTaNbWC5,Triclinic,5.477815,5.473308,8.36549,223.578218,9.757,-205.977359,-0.481,-8.067,62.08,663.7,289.42,201.2,490.05,289.41,194.58,476.88,289.42,197.89,483.46,25.241,25.278,29.881,5.895868324,2815.71,1.6912,0.222,0.684,Brittle,33.31,Brittle,stable,0.1701,0,0.0167,N_def.,N_def.,N_def.,N_def.,157.97,197.82,4506,7534,4986,543.79,155.19,166.97,-10.48,-34.15,16.38,155.19,565.91,148.6,-11.94,13.74,-41.55,166.97,148.6,553.56,24.74,19.74,24.97,-10.48,-11.94,24.74,188.5,22.02,6.85,-34.15,13.74,19.74,22.02,212.41,-14.26,16.38,-41.55,24.97,6.85,-14.26,207.6,0.0021734,-0.0004746,-0.00054,0.0001207,0.0004059,-0.0001776,-0.0004746,0.0020532,-0.0004316,0.0001606,-0.0001531,0.0004845,-0.00054,-0.0004316,0.002121,-0.0002959,-0.0002459,-0.000306,0.0001207,0.0001606,-0.0002959,0.0054292,-0.0005369,-0.0001577,0.0004059,-0.0001531,-0.0002459,-0.0005369,0.0048829,0.0003201,-0.0001776,0.0004845,-0.000306,-0.0001577,0.0003201,0.004992
7448,C10Mo2Ta2Ti2W2Zr2,ZrTiTaWMoC5,Triclinic,5.453523,5.462982,8.329503,220.917874,9.92,-204.783984,-0.349,-7.863,60.2,643.6,277.75,190.79,465.74,277.59,184.6,453.31,277.67,187.7,459.53,23.991,24.042,28.343,5.613086811,2700.93,1.6483,0.224,0.676,Brittle,21.71,Brittle,stable,0.1682,0.0003,0.0165,N_def.,N_def.,N_def.,N_def.,152.35,187.72,4349,7294,4814,521.4,160.88,152.26,-11.27,-20.68,11.87,160.88,530.93,149.67,-15.27,11.96,-40.79,152.26,149.67,521.82,24.26,21.65,22.43,-11.27,-15.27,24.26,182.59,25.91,11.18,-20.68,11.96,21.65,25.91,202.78,-7.87,11.87,-40.79,22.43,11.18,-7.87,198.14,0.0022574,-0.0005579,-0.0005088,0.0001301,0.0002935,-0.0001882,-0.0005579,0.0022462,-0.0005083,0.0002081,-0.0001409,0.0005361,-0.0005088,-0.0005083,0.0022489,-0.00032,-0.0002336,-0.0003199,0.0001301,0.0002081,-0.00032,0.0056606,-0.0006988,-0.0002758,0.0002935,-0.0001409,-0.0002336,-0.0006988,0.0050924,0.0002215,-0.0001882,0.0005361,-0.0003199,-0.0002758,0.0002215,0.0052292
7429,C10Tc2Ta2Ti2W2Zr2,ZrTiTaWTcC5,Triclinic,5.431615,5.474749,8.319503,219.85411,10.013,-202.079977,-0.273,-7.856,57.21,611.6,268.32,173.59,428.39,267.89,166.24,413.24,268.1,169.92,420.82,20.786,20.668,25.658,5.243562169,2616.69,1.5751,0.238,0.634,Brittle,1.94,Brittle,stable,0.2227,0.0008,0.0216,N_def.,N_def.,N_def.,N_def.,154.39,169.96,4120,7030,4568,508.57,158.31,159.94,-11.95,-33.97,8.96,158.31,492.42,143.05,-27.92,13.76,-32.26,159.94,143.05,491.32,23.92,11.54,16.66,-11.95,-27.92,23.92,160.25,25.37,15.57,-33.97,13.76,11.54,25.37,189.32,-9.77,8.96,-32.26,16.66,15.57,-9.77,174.72,0.0023852,-0.0006077,-0.0006106,0.0001013,0.0004877,-0.000158,-0.0006077,0.002451,-0.0005477,0.000463,-0.0002912,0.0004784,-0.0006106,-0.0005477,0.0024287,-0.0004499,-0.0001715,-0.0002709,0.0001013,0.000463,-0.0004499,0.0065876,-0.0008975,-0.0005139,0.0004877,-0.0002912,-0.0001715,-0.0008975,0.0055383,0.0003272,-0.000158,0.0004784,-0.0002709,-0.0005139,0.0003272,0.0059097
7431,C10Ru2Ta2Ti2W2Zr2,ZrTiTaWRuC5,Triclinic,5.490655,5.438192,8.274724,220.243546,10.028,-198.21541,-0.191,-7.789,53.43,571.2,257.99,151.07,379.19,257.92,144.8,365.92,257.95,147.94,372.56,16.83,16.429,22.339,4.800588036,2363.91,1.4791,0.259,0.574,Brittle,-23.3,Ductile,stable,0.2168,0.0001,0.0212,N_def.,N_def.,N_def.,N_def.,159.01,147.96,3841,6737,4269,445.59,161.96,163.94,-19.79,-21.79,10.49,161.96,459.4,158.16,-1.14,20.14,-28.12,163.94,158.16,448.76,19.34,9.93,14.23,-19.79,-1.14,19.34,138.66,22.65,8.61,-21.79,20.14,9.93,22.65,168.72,-16.64,10.49,-28.12,14.23,8.61,-16.64,158.07,0.0028628,-0.0007665,-0.0007974,0.0004589,0.0004233,-0.0002349,-0.0007665,0.0027357,-0.0006959,0.0000296,-0.0003329,0.0005634,-0.0007974,-0.0006959,0.0027983,-0.0004654,-0.000153,-0.0003136,0.0004589,0.0000296,-0.0004654,0.0075328,-0.000977,-0.0004962,0.0004233,-0.0003329,-0.000153,-0.000977,0.0062243,0.0006349,-0.0002349,0.0005634,-0.0003136,-0.0004962,0.0006349,0.0065642
244_2333,C10Rh2Ta2Ti2W2Zr2,ZrTiTaWRhC5,Triclinic,5.481734,5.446233,8.334606,220.664077,10.037,-193.469936,-0.151,-7.634,50.73,542.3,261.6,138.56,353.31,258.64,127.15,327.74,260.12,132.86,340.53,13.665,12.925,20.062,4.569891998,2314.03,1.4117,0.282,0.511,Ductile,-69.85,Ductile,stable,0.4601,0.0057,0.0429,N_def.,N_def.,N_def.,N_def.,171.8,132.81,3640,6604,4057,430.92,174.69,159.79,-10.05,-9.84,-11.01,174.69,487.06,161.3,-5.52,8.18,-44.9,159.79,161.3,444.85,24.98,34.85,8.87,-10.05,-5.52,24.98,104.84,35.57,4.31,-9.84,8.18,34.85,35.57,146.94,-1.43,-11.01,-44.9,8.87,4.31,-1.43,152.02,0.0029627,-0.0007899,-0.0008243,0.000315,0.0003618,0.0000239,-0.0007899,0.0026402,-0.0006948,0.0002256,-0.0000823,0.000756,-0.0008243,-0.0006948,0.0028816,-0.0005947,-0.0005602,-0.0004215,0.000315,0.0002256,-0.0005947,0.0105461,-0.0024052,-0.0001973,0.0003618,-0.0000823,-0.0005602,-0.0024052,0.0075511,0.000174,0.0000239,0.000756,-0.0004215,-0.0001973,0.000174,0.006835
244_2334,C10Pd2Ta2Ti2W2Zr2,ZrTiTaWPdC5,Triclinic,5.489883,5.463649,8.393677,223.920889,9.943,-187.408323,-0.052,-7.312,50.6,541,256.94,134.16,342.8,255.38,130.51,334.55,256.16,132.33,338.68,13.809,13.106,19.982,4.536984008,2289.81,1.4008,0.28,0.517,Ductile,-56.09,Ductile,stable,0.1459,0.003,0.0138,N_def.,N_def.,N_def.,N_def.,168.38,132.3,3649,6598,4066,429.94,166.74,165.09,4.77,8.06,-4.33,166.74,474.58,156.83,-9.52,4.5,-36.12,165.09,156.83,430.66,6.68,10.18,7.8,4.77,-9.52,6.68,110.65,2.59,10.13,8.06,4.5,10.18,2.59,124.89,1.91,-4.33,-36.12,7.8,10.13,1.91,153.07,0.0029496,-0.000761,-0.0008486,-0.0001352,-0.0000903,-0.0000429,-0.000761,0.002655,-0.0006901,0.0002459,-0.0000049,0.000624,-0.0008486,-0.0006901,0.0029105,-0.0001657,-0.0001493,-0.0003223,-0.0001352,0.0002459,-0.0001657,0.0091281,-0.0001679,-0.0005393,-0.0000903,-0.0000049,-0.0001493,-0.0001679,0.0080303,-0.000085,-0.0000429,0.000624,-0.0003223,-0.0005393,-0.000085,0.0067322
7454,C10Ag2Ta2Ti2W2Zr2,ZrTiTaWAgC5,Triclinic,5.62328,5.506758,8.716311,233.930744,9.538,-179.722371,0.082,-7.054,47.45,507.3,201.67,117.19,294.52,195.32,114.04,286.39,198.5,115.61,290.45,14.358,14.094,17.457,3.760328964,1877.23,1.2864,0.256,0.582,Brittle,-18.19,Ductile,stable,0.1706,0.016,0.0136,N_def.,N_def.,N_def.,N_def.,121.31,115.62,3481,6080,3867,346.19,124.73,100.46,6.41,7.71,-11.76,124.73,428.26,133.57,6.11,-0.01,-28.23,100.46,133.57,323.11,-12.61,4.88,-11.23,6.41,6.11,-12.61,106.54,-6.63,5.66,7.71,-0.01,4.88,-6.63,101.22,-4.71,-11.76,-28.23,-11.23,5.66,-4.71,131.91,0.003387,-0.0007433,-0.0007499,-0.0002689,-0.0002356,0.0000822,-0.0007433,0.0028853,-0.0009563,-0.000253,0.000109,0.0004845,-0.0007499,-0.0009563,0.0037464,0.0005368,-0.0000874,0.0000213,-0.0002689,-0.000253,0.0005368,0.0095397,0.0006001,-0.0004202,-0.0002356,0.000109,-0.0000874,0.0006001,0.0099566,0.000325,0.0000822,0.0004845,0.0000213,-0.0004202,0.000325,0.0077234
7453,C10Cd2Ta2Ti2W2Zr2,ZrTiTaWCdC5,Triclinic,5.590556,5.533637,8.71423,237.077131,9.475,-176.207268,0.061,-6.897,47.85,511.6,190.56,121.18,299.96,176.25,115.51,284.41,183.4,118.35,292.18,16.408,16.544,17.871,3.665208969,1791.05,1.283,0.234,0.645,Brittle,0.68,Brittle,stable,0.3266,0.039,0.024,N_def.,N_def.,N_def.,N_def.,104.15,118.39,3538,6007,3921,319.43,111.53,88.41,4.24,30.11,-33.82,111.53,426.27,125.12,3.5,2.54,-35.58,88.41,125.12,319.17,-15.07,5.58,-19.2,4.24,3.5,-15.07,112.21,-7.16,8.94,30.11,2.54,5.58,-7.16,112.3,14.28,-33.82,-35.58,-19.2,8.94,14.28,134.79,0.003764,-0.0006981,-0.0007188,-0.0003495,-0.0010811,0.0007954,-0.0006981,0.0028317,-0.0009015,-0.0002125,0.0000973,0.0004478,-0.0007188,-0.0009015,0.0037149,0.0005524,0.0000552,0.0000682,-0.0003495,-0.0002125,0.0005524,0.0091132,0.0007478,-0.0007489,-0.0010811,0.0000973,0.0000552,0.0007478,0.0094009,-0.0012833,0.0007954,0.0004478,0.0000682,-0.0007489,-0.0012833,0.0079323
7439,C10Lu2Ta2Ti2W2Zr2,ZrTiTaWLuC5,Triclinic,5.547657,5.557175,8.527307,234.133277,10.481,-193.948718,-0.456,-7.763,56.54,604.5,251.72,184.29,444.42,251.71,180.68,437.38,251.72,182.49,440.9,25.465,25.87,27.556,5.320946853,2559.99,1.511,0.208,0.725,Brittle,48.39,Brittle,stable,0.0999,0,0.0099,N_def.,N_def.,N_def.,N_def.,129.99,182.49,4172,6871,4610,488.57,130.05,138.07,-7.16,-21.74,13.56,130.05,501.97,122.6,-9.15,5.24,-27.92,138.07,122.6,493.52,18.85,16.48,16.17,-7.16,-9.15,18.85,178.44,17.97,6.36,-21.74,5.24,16.48,17.97,191.58,-8.07,13.56,-27.92,16.17,6.36,-8.07,187,0.002351,-0.0004878,-0.0005447,0.0001024,0.0003096,-0.0001863,-0.0004878,0.0022512,-0.0004386,0.0001354,-0.000075,0.0004016,-0.0005447,-0.0004386,0.0023127,-0.000257,-0.0002342,-0.0002273,0.0001024,0.0001354,-0.000257,0.0057005,-0.0005124,-0.0001811,0.0003096,-0.000075,-0.0002342,-0.0005124,0.005335,0.0002343,-0.0001863,0.0004016,-0.0002273,-0.0001811,0.0002343,0.0054568
7513,C10Hf2Ta2Ti2W2Zr2,ZrHfTiTaWC5,Triclinic,5.511914,5.515772,8.427944,228.440454,10.794,-206.971385,-0.56,-8.085,58.83,628.9,276.42,202.92,489.08,276.4,197.19,477.92,276.41,200.06,483.5,27.135,27.416,30.209,5.814144799,2764.93,1.5851,0.208,0.724,Brittle,43.99,Brittle,stable,0.1454,0,0.0143,N_def.,N_def.,N_def.,N_def.,142.55,200.12,4306,7095,4758,533.01,148.99,151.72,-12.14,-30.69,14.15,148.99,549.04,131.5,-14.44,7,-35.1,151.72,131.5,541.27,22.62,21.09,21.76,-12.14,-14.44,22.62,192.98,23.08,11.51,-30.69,7,21.09,23.08,219.53,-8.3,14.15,-35.1,21.76,11.51,-8.3,205.04,0.002183,-0.0004831,-0.0005066,0.0001291,0.0003491,-0.0001728,-0.0004831,0.0020777,-0.0003889,0.0001574,-0.0000972,0.0004175,-0.0005066,-0.0003889,0.0021146,-0.0002648,-0.0002432,-0.000251,0.0001291,0.0001574,-0.0002648,0.0053125,-0.0005303,-0.0002736,0.0003491,-0.0000972,-0.0002432,-0.0005303,0.0046939,0.0002049,-0.0001728,0.0004175,-0.000251,-0.0002736,0.0002049,0.0050107
7433,C10Re2Ta2Ti2W2Zr2,ZrTiTaWReC5,Triclinic,5.430834,5.477104,8.333287,220.233814,11.312,-205.551702,-0.238,-7.904,54.27,580.2,276.57,176.86,437.36,276.17,168.83,420.74,276.37,172.84,429.05,20.699,20.509,26.099,5.370914573,2699.32,1.4945,0.241,0.625,Brittle,0.74,Brittle,stable,0.2393,0.0007,0.0232,N_def.,N_def.,N_def.,N_def.,160.85,172.86,3910,6696,4337,525.27,162.69,165.39,-9.56,-34.12,10.77,162.69,502.93,145.87,-29.69,9.3,-32.68,165.39,145.87,513.01,28.86,14.14,21.39,-9.56,-29.69,28.86,163.43,24.94,21.91,-34.12,9.3,14.14,24.94,191.43,-5.08,10.77,-32.68,21.39,21.91,-5.08,173.7,0.0023071,-0.0005918,-0.0005856,0.0000835,0.0004676,-0.0001792,-0.0005918,0.0023972,-0.0005309,0.0004645,-0.0002303,0.0004878,-0.0005856,-0.0005309,0.0023335,-0.0004729,-0.0001972,-0.0002971,0.0000835,0.0004645,-0.0004729,0.0065145,-0.0008403,-0.0007057,0.0004676,-0.0002303,-0.0001972,-0.0008403,0.0054482,0.0002172,-0.0001792,0.0004878,-0.0002971,-0.0007057,0.0002172,0.005992
244_2335,C10Os2Ta2Ti2W2Zr2,ZrTiTaWOsC5,Triclinic,5.498242,5.442611,8.274168,220.998864,11.333,-201.246397,-0.141,-7.86,49.58,530.1,263.02,147.05,371.85,262.94,140.87,358.58,262.98,143.96,365.21,15.628,15.074,21.738,4.784250964,2376.31,1.3744,0.269,0.547,Ductile,-30.84,Ductile,stable,0.2197,0.0002,0.0215,N_def.,N_def.,N_def.,N_def.,167.57,143.9,3564,6336,3966,449.31,170.26,173.73,-20.7,-26.53,12.75,170.26,442.13,169.09,3.92,16.71,-21.96,173.73,169.09,449.59,11.9,11.6,14.92,-20.7,3.92,11.9,139.42,26.83,2.4,-26.53,16.71,11.6,26.83,164.77,-17.57,12.75,-21.96,14.92,2.4,-17.57,155.08,0.002923,-0.0008431,-0.0008297,0.0004324,0.0005198,-0.0002277,-0.0008431,0.0029235,-0.0007809,-0.0000907,-0.0003066,0.000525,-0.0008297,-0.0007809,0.0028639,-0.0002928,-0.0002446,-0.000341,0.0004324,-0.0000907,-0.0002928,0.00749,-0.0011487,-0.0002663,0.0005198,-0.0003066,-0.0002446,-0.0011487,0.0064615,0.0006874,-0.0002277,0.000525,-0.000341,-0.0002663,0.0006874,0.0066563
244_2336,C10Ir2Ta2Ti2W2Zr2,ZrTiTaWIrC5,Triclinic,5.481361,5.454175,8.34382,221.168122,11.355,-195.882727,-0.113,-7.732,48.14,514.7,272.62,142.26,363.55,270.7,128.71,333.3,271.66,135.49,348.42,13.487,12.667,20.459,4.717952433,2381.9,1.3405,0.286,0.499,Ductile,-69.16,Ductile,stable,0.5335,0.0035,0.05,N_def.,N_def.,N_def.,N_def.,181.04,135.47,3454,6311,3852,437.16,188.29,192.9,-0.36,-8.81,1.26,188.29,467.07,154.68,-6.15,1.29,-48.98,192.9,154.68,477.61,34.4,45.32,22.66,-0.36,-6.15,34.4,119.13,42.17,9.44,-8.81,1.29,45.32,42.17,152.58,-0.25,1.26,-48.98,22.66,9.44,-0.25,157.62,0.0031537,-0.0009574,-0.001006,0.0001023,0.0004604,-0.0001835,-0.0009574,0.0028271,-0.0005941,0.0002257,0.0000365,0.0009581,-0.001006,-0.0005941,0.0028284,-0.0005435,-0.0007438,-0.0005518,0.0001023,0.0002257,-0.0005435,0.0094644,-0.002451,-0.0004235,0.0004604,0.0000365,-0.0007438,-0.002451,0.0074792,0.0002735,-0.0001835,0.0009581,-0.0005518,-0.0004235,0.0002735,0.0067486
7434,C10Pt2Ta2Ti2W2Zr2,ZrTiTaWPtC5,Triclinic,5.487187,5.468197,8.385702,224.413177,11.233,-189.107928,-0.049,-7.488,47.9,512.1,262.49,136.59,349.21,261.65,131.66,338.25,262.07,134.13,343.73,13.788,13.05,20.254,4.621819802,2317.15,1.3257,0.281,0.512,Ductile,-59.73,Ductile,stable,0.1904,0.0016,0.0184,N_def.,N_def.,N_def.,N_def.,172.15,134.16,3456,6266,3851,440.16,173.58,176.82,-2.69,-11.09,1.43,173.58,472.2,160.41,-12.18,8.69,-41.37,176.82,160.41,428.45,5.36,7.99,12.4,-2.69,-12.18,5.36,113.85,14.26,3.98,-11.09,8.69,7.99,14.26,137.63,-8.02,1.43,-41.37,12.4,3.98,-8.02,154.82,0.0029674,-0.0007945,-0.0009291,-0.0000079,0.0003354,-0.0001478,-0.0007945,0.0027331,-0.0007183,0.0003028,-0.000181,0.000778,-0.0009291,-0.0007183,0.0030052,-0.0001991,-0.0002083,-0.0004297,-0.0000079,0.0003028,-0.0001991,0.0089496,-0.0009462,-0.0001823,0.0003354,-0.000181,-0.0002083,-0.0009462,0.0074363,0.0003747,-0.0001478,0.000778,-0.0004297,-0.0001823,0.0003747,0.0067267
7540,C10Au2Ta2Ti2W2Zr2,ZrTiTaWAuC5,Triclinic,5.658373,5.518956,8.902131,235.461859,10.732,-180.314801,0.103,-7.085,44.05,471,214.65,115.47,293.74,209.91,108.72,278.15,212.28,112.1,285.94,12.576,11.981,16.927,3.833340879,1965.96,1.198,0.275,0.528,Ductile,1,Brittle,stable,0.333,0.0112,0.0301,N_def.,N_def.,N_def.,N_def.,137.05,112.13,3231,5804,3598,335.13,115.7,137.29,6.78,-7.73,-3.58,115.7,405.2,140.59,10.02,-2.52,-29.63,137.29,140.59,404.38,9.77,39.88,-3.37,6.78,10.02,9.77,116.7,-6.02,4.48,-7.73,-2.52,39.88,-6.02,90.04,-5.91,-3.58,-29.63,-3.37,4.48,-5.91,120.24,0.0036809,-0.0006697,-0.0010933,-0.000023,0.0007769,-0.000047,-0.0006697,0.0030155,-0.000855,-0.0001536,0.0004429,0.0007268,-0.0010933,-0.000855,0.0033034,-0.0002141,-0.0016098,-0.0002218,-0.000023,-0.0001536,-0.0002141,0.0086477,0.0006449,-0.0003353,0.0007769,0.0004429,-0.0016098,0.0006449,0.0119837,0.0006518,-0.000047,0.0007268,-0.0002218,-0.0003353,0.0006518,0.008533
229_205,C8Hf2Ta2Ti2Nb2,HfTiTaNbC4,Orthorhombic,6.347867,6.337572,4.498156,180.960935,10.062,-165.296866,-0.673,-8.115,48.06,642.3,277.15,195.55,474.94,277.14,190.13,464.22,277.14,192.84,469.58,25.279,25.426,29.119,3.463583344,2847.59,2.705,0.218,0.696,Brittle,-17.31,Ductile,stable,0.1426,0,0.0141,N_def.,0.7371,0.7518,1.3459,149.02,192.77,4378,7287,4843,531.6,182.66,116.72,0.01,-0.05,-1.9,182.66,526.16,119.32,0.01,-0.07,-5.9,116.72,119.32,599.19,0.01,-0.08,4.64,0.01,0.01,0.01,165.35,2.63,0,-0.05,-0.07,-0.08,2.63,166.65,-0.01,-1.9,-5.9,4.64,0,-0.01,232.99,0.0021821,-0.0006923,-0.0002872,-0.0000001,0.0000003,0.000006,-0.0006923,0.0022109,-0.0003058,-0.0000001,0.0000005,0.0000565,-0.0002872,-0.0003058,0.0017861,-0.0000001,0.0000007,-0.0000457,-0.0000001,-0.0000001,-0.0000001,0.0060492,-0.0000955,0,0.0000003,0.0000005,0.0000007,-0.0000955,0.0060021,0.0000003,0.000006,0.0000565,-0.0000457,0,0.0000003,0.0042944
229_3,C10Hf2Nb2Ta2Ti2Sc2,ScHfTiTaNbC5,Orthorhombic,7.125082,7.144881,4.516124,229.901863,8.743,-198.755834,-0.65,-7.832,62.49,668.1,250.55,184.65,444.7,250.52,182.89,441.28,250.54,183.77,442.99,25.913,26.363,27.749,3.223501872,2666.2,2.8157,0.205,0.733,Brittle,47.35,Brittle,stable,0.0482,0.0001,0.0048,N_def.,0.8553,0.8434,0.9477,127.73,183.81,4585,7529,5064,509.32,119.75,125.34,0.01,0,-19.55,119.75,514.57,109.04,0.01,0,19.81,125.34,109.04,522.83,0.01,0,-3.82,0.01,0.01,0.01,167.1,-0.83,0,0,0,0,-0.83,172.76,0,-19.55,19.81,-3.82,0,0,185.85,0.00218,-0.0004261,-0.0004318,-0.0000001,0,0.0002659,-0.0004261,0.002126,-0.0003433,-0.0000001,0,-0.0002785,-0.0004318,-0.0003433,0.0020881,-0.0000001,0,0.0000341,-0.0000001,-0.0000001,-0.0000001,0.0059846,0.0000287,0,0,0,0,0.0000287,0.0057885,0,0.0002659,-0.0002785,0.0000341,0,0,0.0054392
